hhd,pid,age_group,gender,age,income,hhd_income,education_level,status,number,license,cv,bev,phev,buybev,buyphev,buycv,fri,adv,nei,old-pid,OLD-hid,Number1,Long,Lat,S11,S11L,S12,S12L,S13,S13L,S21,S21L,S22,S22L,S23,S23L,L11,L11L,L12,L12L,L13,L13L,L21,L21L,L22,L22L,L23,L23L
5628,14489,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9334791,22.49288787,5,1,4,2,2,2,0,0,0,0,0,0,1,3,1,2,2,2,2,3,0,0,0,0
5628,14490,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9114708,22.50905464,4,3,4,3,4,3,0,0,0,0,0,0,5,2,4,3,2,3,2,2,0,0,0,0
5629,14491,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9367327,22.50231231,2,1,2,3,3,2,1,3,1,1,0,0,3,3,1,3,3,1,0,0,0,0,0,0
5629,14492,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9113472,22.53336493,5,1,0,0,0,0,2,1,2,1,0,0,1,2,3,1,4,1,0,0,0,0,0,0
5629,14493,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0885324,22.5406077,1,3,5,3,2,2,2,2,2,3,2,3,0,0,0,0,0,0,2,3,0,0,0,0
5630,14494,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0824115,22.5387521,5,1,4,1,2,1,1,2,0,0,0,0,4,3,2,2,4,1,2,2,2,2,2,3
5630,14495,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0403313,22.51237193,0,0,0,0,0,0,2,1,1,1,0,0,3,2,0,0,3,3,2,3,0,0,0,0
5630,14496,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.013636,22.54014443,1,2,1,3,1,2,2,3,1,2,2,1,3,3,5,2,0,0,0,0,0,0,0,0
5631,14497,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0018929,22.53809848,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,3,1,1,2,2,2,2,2
5631,14498,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0609475,22.56083134,2,3,0,0,0,0,2,1,2,3,0,0,3,1,4,3,2,1,1,2,1,3,1,3
5631,14499,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0531883,22.56284048,1,3,0,0,0,0,2,2,2,3,0,0,4,2,5,2,0,0,0,0,0,0,0,0
5632,14500,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0476635,22.57049274,1,2,3,1,1,2,2,3,0,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0
5632,14501,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0571629,22.61951878,4,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0
5633,14502,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1020086,22.55168613,5,2,1,1,5,3,1,2,1,2,2,2,2,2,4,3,2,1,0,0,0,0,0,0
5633,14503,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0888063,22.55399438,0,0,0,0,0,0,2,2,0,0,0,0,4,3,2,3,3,1,2,3,2,3,1,2
5634,14504,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1180468,22.54206211,2,1,2,3,3,1,1,2,2,2,1,3,5,3,3,2,4,3,2,1,1,2,1,2
5634,14505,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1157602,22.56400417,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5635,14506,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1222791,22.57617283,1,2,3,1,2,3,2,3,1,1,1,3,3,3,0,0,5,2,1,1,2,3,1,3
5635,14507,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0894393,22.56290656,3,1,3,3,0,0,2,3,0,0,0,0,2,1,3,3,5,1,1,2,0,0,0,0
5636,14508,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1401384,22.61120062,4,1,5,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,3
5636,14509,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1197687,22.62633015,2,1,3,3,0,0,1,2,2,3,0,0,1,3,1,1,5,1,2,3,2,1,2,3
5637,14510,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.126973,22.69419729,1,3,4,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0
5637,14511,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0199251,22.63042303,1,1,1,3,4,3,0,0,0,0,0,0,3,1,2,2,1,3,2,3,0,0,0,0
5638,14512,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0188888,22.64670022,1,1,4,2,1,2,2,3,2,1,0,0,3,1,0,0,4,2,0,0,0,0,0,0
5638,14513,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.037148,22.62550439,3,3,5,1,2,3,0,0,0,0,0,0,3,2,4,2,5,2,1,1,0,0,0,0
5639,14514,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0709623,22.62817986,2,3,4,2,2,3,0,0,0,0,0,0,4,3,3,1,1,1,0,0,0,0,0,0
5639,14515,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0317398,22.64655164,2,3,1,1,1,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5640,14516,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0128285,22.67028172,1,1,4,2,0,0,2,2,1,1,1,2,4,2,3,3,2,2,1,2,1,3,2,2
5640,14517,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2361798,22.71058806,2,3,3,3,1,3,0,0,0,0,0,0,5,3,5,1,0,0,1,1,2,2,2,2
5641,14518,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.2430976,22.71410947,4,1,3,1,0,0,2,2,1,3,1,1,4,3,5,3,1,2,2,1,2,2,0,0
5641,14519,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2456781,22.71207494,0,0,0,0,0,0,2,1,1,3,1,1,4,3,4,1,5,3,2,2,2,1,1,3
5642,14520,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.2582854,22.72174494,4,1,1,2,1,1,1,1,1,1,1,2,5,3,0,0,0,0,2,2,2,3,1,2
5642,14521,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2259198,22.73338826,1,1,1,2,2,1,1,1,2,3,2,3,3,1,1,1,2,3,1,2,1,3,1,3
5643,14522,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.3755009,22.74798083,4,3,2,3,2,3,1,2,0,0,0,0,2,3,3,3,5,2,1,2,0,0,0,0
5643,14523,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9004707,22.55732774,4,3,0,0,0,0,0,0,0,0,0,0,5,2,2,3,2,1,1,1,1,2,0,0
5644,14524,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8874661,22.57012128,5,3,5,1,2,1,0,0,0,0,0,0,3,2,5,2,4,1,2,2,2,1,2,3
5644,14525,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.896645,22.5725377,4,3,5,3,3,1,1,3,2,3,2,3,3,2,5,2,5,1,1,3,0,0,0,0
5645,14526,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8967133,22.57856619,5,3,0,0,0,0,0,0,0,0,0,0,1,2,5,2,5,3,2,1,1,2,2,3
5645,14527,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8852966,22.57312598,4,1,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,1,3,1,2,0,0
5646,14528,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8777096,22.57949476,5,1,1,1,5,2,0,0,0,0,0,0,1,2,5,1,4,3,1,1,1,1,0,0
5646,14529,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8549526,22.57981904,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,2,0,0,0,0,0,0
5647,14530,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9026307,22.55983145,5,2,3,2,4,1,2,3,0,0,0,0,5,1,4,3,1,1,0,0,0,0,0,0
5647,14531,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8644714,22.58631445,4,2,2,2,0,0,0,0,0,0,0,0,4,1,5,3,2,3,1,2,2,2,1,3
5648,14532,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8573147,22.59211009,5,1,4,2,3,1,1,1,0,0,0,0,5,2,2,2,2,2,0,0,0,0,0,0
5648,14533,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9232541,22.64493931,5,3,2,2,0,0,2,1,1,3,1,2,0,0,0,0,0,0,1,2,1,1,2,3
5649,14534,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9274145,22.68508078,2,2,3,3,5,3,0,0,0,0,0,0,4,3,0,0,4,3,2,2,1,2,2,3
5649,14535,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8294674,22.6924751,1,3,1,1,2,2,1,1,0,0,0,0,2,3,0,0,5,1,1,1,1,1,2,3
5650,14536,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8401454,22.70575501,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5650,14537,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.7862812,22.71663779,1,3,5,1,2,2,1,3,2,3,0,0,5,1,0,0,2,2,0,0,0,0,0,0
5651,14538,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8107386,22.72287328,2,3,0,0,0,0,1,3,2,1,2,2,1,2,1,1,1,3,2,1,0,0,0,0
5651,14539,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8415137,22.71894321,2,3,2,3,3,1,1,2,2,2,2,2,1,2,5,1,5,2,1,3,0,0,0,0
5652,14540,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8347666,22.72548099,5,3,2,3,2,1,0,0,0,0,0,0,4,1,3,1,5,2,1,1,0,0,0,0
5652,14541,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8365922,22.76627214,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0
5653,14542,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8209245,22.77698156,3,1,2,1,3,3,1,3,2,1,2,3,2,1,2,2,1,3,0,0,0,0,0,0
5653,14543,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8219726,22.77735725,1,1,3,3,4,3,0,0,0,0,0,0,4,2,0,0,4,1,2,1,1,3,1,3
5654,14544,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8996887,22.73128702,5,2,2,3,0,0,0,0,0,0,0,0,2,1,1,2,1,3,1,2,2,2,0,0
5654,14545,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8721031,22.77639592,4,1,3,2,1,1,1,2,2,1,2,2,5,3,3,1,4,1,1,1,2,3,2,3
5655,14546,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9142846,22.52869198,5,1,1,2,5,1,1,2,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,2
5655,14547,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9166726,22.52259246,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,3,1,1,1,2,2,2
5656,14548,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0587619,22.52703475,0,0,0,0,0,0,1,1,2,3,2,2,0,0,0,0,0,0,1,2,1,2,1,3
5656,14549,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0420823,22.5260357,2,3,5,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
5657,14550,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0396144,22.52683266,2,3,2,2,4,1,2,3,2,3,2,1,2,2,5,2,0,0,0,0,0,0,0,0
5657,14551,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0553674,22.56932114,3,3,3,2,3,2,0,0,0,0,0,0,5,1,1,1,3,2,0,0,0,0,0,0
5658,14552,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1034216,22.55359773,0,0,0,0,0,0,1,1,1,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
5658,14553,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1131635,22.54080651,3,2,4,2,0,0,0,0,0,0,0,0,1,2,5,2,5,2,0,0,0,0,0,0
5659,14554,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1129034,22.54504988,4,1,2,3,3,2,1,3,1,1,0,0,5,1,4,1,4,3,2,2,1,1,0,0
5659,14555,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1282363,22.54902959,1,3,4,3,5,1,2,1,1,2,0,0,1,3,0,0,2,1,1,1,2,2,2,3
5660,14556,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1165329,22.5522795,1,2,0,0,0,0,2,2,0,0,0,0,1,1,2,3,1,2,0,0,0,0,0,0
5660,14557,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1238771,22.57156129,0,0,0,0,0,0,2,2,1,2,1,2,1,1,2,2,3,3,2,2,2,1,1,3
5661,14558,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1358967,22.56824967,2,2,2,1,1,3,1,2,2,2,2,1,1,2,4,2,0,0,1,3,0,0,0,0
5661,14559,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1031884,22.61489448,0,0,0,0,0,0,2,1,0,0,0,0,4,3,2,2,1,1,1,2,1,1,0,0
5662,14560,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0111339,22.74579779,2,2,1,1,0,0,0,0,0,0,0,0,2,2,1,3,5,2,2,2,1,1,2,3
5662,14561,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8745155,22.57794726,0,0,0,0,0,0,1,2,0,0,0,0,3,1,3,2,3,3,0,0,0,0,0,0
5663,14562,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8565122,22.58513842,1,3,1,3,1,2,1,3,1,2,2,3,0,0,0,0,0,0,1,3,1,1,0,0
5663,14563,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9254477,22.68233552,5,1,1,1,0,0,1,2,1,1,2,3,1,2,5,2,4,3,0,0,0,0,0,0
5664,14564,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.8183072,22.67555706,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,1,3,1,3,0,0,0,0
5664,14565,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8294926,22.77605198,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,2
5665,14566,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0319532,22.52625385,5,3,5,3,1,1,0,0,0,0,0,0,4,1,4,2,1,3,1,3,0,0,0,0
5665,14567,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1363793,22.55641637,1,1,3,2,3,3,1,3,2,3,1,1,2,3,0,0,0,0,1,2,1,1,2,3
5666,14568,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1256593,22.55711282,3,2,3,1,1,3,0,0,0,0,0,0,2,3,2,3,1,2,2,2,0,0,0,0
5666,14569,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0563229,22.64388028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,2
5667,14570,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0312202,22.67516474,5,3,5,1,5,3,2,1,1,3,0,0,5,1,5,3,1,1,2,2,2,2,0,0
5667,14571,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8953067,22.48545968,2,2,5,3,2,1,2,1,1,3,2,3,3,3,5,3,3,1,2,1,2,3,2,3
5668,14572,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0665768,22.51979943,2,3,4,1,1,2,2,3,1,1,2,3,1,2,5,2,1,2,0,0,0,0,0,0
5668,14573,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0363975,22.57228122,0,0,0,0,0,0,1,3,2,3,2,3,1,2,1,1,3,2,2,3,1,2,2,3
5669,14574,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0237941,22.60102673,2,2,1,1,2,2,2,3,0,0,0,0,1,1,4,3,5,1,0,0,0,0,0,0
5669,14575,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.2365236,22.58810713,2,2,1,3,0,0,2,1,0,0,0,0,5,3,4,2,4,3,1,1,2,3,2,2
5670,14576,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9433599,22.77011474,1,2,3,2,3,2,0,0,0,0,0,0,5,1,2,2,3,3,1,3,1,1,1,3
5670,14577,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8875857,22.49076602,3,1,0,0,0,0,2,3,2,3,0,0,2,1,4,3,2,3,0,0,0,0,0,0
5671,14578,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9240269,22.48217037,4,3,0,0,0,0,2,3,1,1,0,0,3,3,4,1,2,3,0,0,0,0,0,0
5671,14579,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9621245,22.54681796,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,3,2,0,0,0,0,0,0
5672,14580,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0178593,22.5575223,4,2,1,2,5,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
5672,14581,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9633945,22.57023489,1,2,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3
5673,14582,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1260941,22.57110438,4,1,4,1,5,2,0,0,0,0,0,0,3,2,1,2,1,2,1,2,2,2,0,0
5673,14583,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0646213,22.69077496,0,0,0,0,0,0,1,1,0,0,0,0,5,3,1,3,3,1,2,2,1,3,0,0
5674,14584,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0136501,22.6753403,2,1,0,0,0,0,0,0,0,0,0,0,1,3,5,2,2,2,1,3,2,1,2,3
5674,14585,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.3021619,22.59713807,5,3,5,2,5,2,0,0,0,0,0,0,5,2,1,3,2,2,1,2,0,0,0,0
5675,14586,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.4136533,22.62927317,2,3,5,2,0,0,1,1,2,1,2,2,0,0,0,0,0,0,1,3,1,3,0,0
5675,14587,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.3184147,22.67755491,5,2,1,2,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5676,14588,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.2457927,22.71076303,4,2,5,3,0,0,0,0,0,0,0,0,5,3,4,2,4,3,0,0,0,0,0,0
5676,14589,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8488247,22.61528135,5,2,0,0,0,0,2,3,1,2,2,1,0,0,0,0,0,0,2,1,2,1,0,0
5677,14590,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9101184,22.66013986,4,2,3,1,1,2,2,2,2,1,1,1,1,2,5,3,4,2,2,1,2,2,0,0
5677,14591,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.8387162,22.6868096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
5678,14592,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9334791,22.49288787,1,3,1,1,1,3,2,2,0,0,0,0,1,1,0,0,3,3,2,1,1,1,2,2
5678,14593,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9114708,22.50905464,0,0,0,0,0,0,1,1,2,3,0,0,2,2,4,3,5,2,0,0,0,0,0,0
5679,14594,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,113.9367327,22.50231231,5,2,5,3,5,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5679,14595,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,113.9113472,22.53336493,4,2,0,0,0,0,1,2,2,1,2,1,2,3,5,1,3,2,0,0,0,0,0,0
5680,14596,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0885324,22.5406077,3,2,1,2,4,3,1,1,1,1,1,3,1,1,1,3,4,1,2,2,1,3,0,0
5680,14597,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0824115,22.5387521,2,3,0,0,0,0,0,0,0,0,0,0,2,3,4,1,2,2,0,0,0,0,0,0
5681,14598,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0403313,22.51237193,2,2,1,3,0,0,1,2,1,2,0,0,5,1,2,2,4,1,0,0,0,0,0,0
5681,14599,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.013636,22.54014443,2,3,3,3,3,1,2,2,2,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0
5682,14600,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0018929,22.53809848,3,3,5,2,5,3,2,3,2,3,1,1,5,2,3,2,2,2,1,1,1,2,0,0
5682,14601,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0609475,22.56083134,1,1,2,3,2,1,0,0,0,0,0,0,1,2,1,2,3,1,0,0,0,0,0,0
5683,14602,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0531883,22.56284048,2,3,4,3,1,1,2,3,0,0,0,0,1,2,4,1,5,1,2,3,2,2,0,0
5683,14603,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.0476635,22.57049274,4,1,2,3,1,2,2,1,0,0,0,0,3,1,1,3,2,1,1,1,2,1,0,0
5684,14604,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0571629,22.61951878,0,0,0,0,0,0,1,3,0,0,0,0,1,1,2,3,3,1,2,2,2,2,2,3
5684,14605,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1020086,22.55168613,3,2,1,1,0,0,2,2,2,1,1,2,4,3,2,3,0,0,2,3,0,0,0,0
5685,14606,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0888063,22.55399438,2,1,5,2,2,3,0,0,0,0,0,0,3,2,4,1,5,3,1,3,0,0,0,0
5685,14607,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1180468,22.54206211,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,1,3,2,2,0,0,0,0
5686,14608,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1157602,22.56400417,1,2,0,0,0,0,0,0,0,0,0,0,4,2,5,3,0,0,0,0,0,0,0,0
5686,14609,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1222791,22.57617283,5,2,5,3,1,2,2,2,0,0,0,0,5,1,3,1,0,0,0,0,0,0,0,0
5687,14610,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.0894393,22.56290656,0,0,0,0,0,0,2,1,1,2,1,1,2,1,5,2,0,0,0,0,0,0,0,0
5687,14611,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.1401384,22.61120062,2,3,2,3,5,3,0,0,0,0,0,0,5,1,4,1,1,1,2,3,1,1,0,0
5688,14612,3,1,27,9000,258000,3,2,2,0,0,0,0,1,1,4,1,0,1,37,18,2,114.1197687,22.62633015,4,2,4,3,0,0,2,1,0,0,0,0,3,3,1,2,1,2,1,3,1,2,0,0
5688,14613,3,1,28,12500,258000,4,2,2,1,0,0,0,4,4,1,1,1,1,38,18,2,114.126973,22.69419729,1,2,2,2,2,3,2,3,1,2,2,2,0,0,0,0,0,0,2,3,2,2,2,3
